Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Zeng, Z., Lin, P., Song, R., Sakai, T.","57200031306;57206470921;57206465370;57206483445;","Attitude detection for one-round conversation: Jointly extracting target-polarity pairs",2019,"WSDM 2019 - Proceedings of the 12th ACM International Conference on Web Search and Data Mining",,,,"285","293",,,"10.1145/3289600.3291038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061744733&doi=10.1145%2f3289600.3291038&partnerID=40&md5=16e50df0e37dce1d49f79ea2d45c933d",Conference Paper,"Final",,Scopus,2-s2.0-85061744733
"Sakai, K., Yamada, K.","55916232000;55643482100;","Machine learning studies on major brain diseases: 5-year trends of 2014–2018",2019,"Japanese Journal of Radiology","37","1",,"34","72",,1,"10.1007/s11604-018-0794-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059492702&doi=10.1007%2fs11604-018-0794-4&partnerID=40&md5=0ef0df07b653956871ee21e0c2e8be60",Review,"Final",,Scopus,2-s2.0-85059492702
"Lins, A.J.C.C., Muniz, M.T.C., Bastos-Filho, C.J.A.","26538841000;12345179900;6603086941;","Comparing Machine Learning Techniques for Dementia Diagnosis",2019,"2018 IEEE Latin American Conference on Computational Intelligence, LA-CCI 2018",,, 8625209,"","",,,"10.1109/LA-CCI.2018.8625209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062569097&doi=10.1109%2fLA-CCI.2018.8625209&partnerID=40&md5=8d3d42453cab424665f92d7aee7ea922",Conference Paper,"Final",,Scopus,2-s2.0-85062569097
"Mahyoub, M., Randles, M., Baker, T., Yang, P.","57207456550;55885282700;34267505000;57191521367;","Effective Use of Data Science Toward Early Prediction of Alzheimer's Disease",2019,"Proceedings - 20th International Conference on High Performance Computing and Communications, 16th International Conference on Smart City and 4th International Conference on Data Science and Systems, HPCC/SmartCity/DSS 2018",,, 8622978,"1455","1461",,,"10.1109/HPCC/SmartCity/DSS.2018.00240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062501609&doi=10.1109%2fHPCC%2fSmartCity%2fDSS.2018.00240&partnerID=40&md5=daa9e7dd858a90d7d2c1405bfac92e9a",Conference Paper,"Final",,Scopus,2-s2.0-85062501609
"Jabason, E., Omair Ahmad, M., Swamy, M.N.S.","57196329802;56180349100;35598607400;","Deep structural and clinical feature learning for semi-supervised multiclass prediction of Alzheimer's disease",2019,"Midwest Symposium on Circuits and Systems","2018-August",, 8623946,"791","794",,,"10.1109/MWSCAS.2018.8623946","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062242643&doi=10.1109%2fMWSCAS.2018.8623946&partnerID=40&md5=c8fa39ec8ed322963f313207dfc51f29",Conference Paper,"Final",,Scopus,2-s2.0-85062242643
"Hall, A., Pekkala, T., Polvikoski, T., Van Gils, M., Kivipelto, M., Lötjönen, J., Mattila, J., Kero, M., Myllykangas, L., Mäkelä, M., Oinas, M., Paetau, A., Soininen, H., Tanskanen, M., Solomon, A.","55638433400;57192369480;6602544586;7004168933;6701347410;8324761200;16238947900;25959193100;6603241832;52464027400;25626578800;7005948854;57192384661;15045855500;14033178100;","Prediction models for dementia and neuropathology in the oldest old: The Vantaa 85+ cohort study 11 Medical and Health Sciences 1109 Neurosciences",2019,"Alzheimer's Research and Therapy","11","1", 11,"","",,,"10.1186/s13195-018-0450-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060370934&doi=10.1186%2fs13195-018-0450-3&partnerID=40&md5=778760b7839a6089732c92ddbfc221c1",Article,"Final",Open Access,Scopus,2-s2.0-85060370934
"Fiscon, G., Weitschek, E., De Cola, M.C., Felici, G., Bertolazzi, P.","56124184700;35189890600;56124453400;7004367255;6701490588;","An integrated approach based on EEG signals processing combined with supervised methods to classify Alzheimer's disease patients",2019,"Proceedings - 2018 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2018",,, 8621473,"2750","2752",,,"10.1109/BIBM.2018.8621473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062524643&doi=10.1109%2fBIBM.2018.8621473&partnerID=40&md5=204222faa0174295ce39a47fa1d18b6d",Conference Paper,"Final",,Scopus,2-s2.0-85062524643
"Lv, F., Li, Y., Yang, G.","56257929400;57207473066;8833946600;","Boosting 1 H-MRS Alzheimer Diagnosis with Boosted Trees",2019,"Proceedings - 2018 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2018",,, 8621148,"913","918",,,"10.1109/BIBM.2018.8621148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062539228&doi=10.1109%2fBIBM.2018.8621148&partnerID=40&md5=570dd873d6fdf12d04f40ffb258e3188",Conference Paper,"Final",,Scopus,2-s2.0-85062539228
"Arisi, I., Dronofrio, M., Brandi, R., Sonnessa, M., Campanelli, A., Florio, R., Sposato, V., Malerba, F., Cattaneo, A., Mecocci, P., Bruno, G., Canevelli, M., Tsolaki, M., Pelteki, N., Stocchi, F., Vacca, L., Fiscon, G., Bertolazzi, P.","24461412800;57207454165;26867443200;6505714764;57207605192;57207449292;15127892700;16642981100;15829214500;7006313835;7202705363;37053450300;7004174854;57207459464;57202571471;7006568170;56124184700;6701490588;","Mining clinical and laboratory data of neurodegenerative diseases by Machine Learning: Transcriptomic biomarkers",2019,"Proceedings - 2018 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2018",,, 8621072,"2735","2737",,,"10.1109/BIBM.2018.8621072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062530539&doi=10.1109%2fBIBM.2018.8621072&partnerID=40&md5=c0002f963fd4455e2cad8555999007f8",Conference Paper,"Final",,Scopus,2-s2.0-85062530539
"Forouzannezhad, P., Abbaspour, A., Li, C., Cabrerizo, M., Adjouadi, M.","57193922765;57189302387;57194789855;6603673705;7004124475;","A Deep Neural Network Approach for Early Diagnosis of Mild Cognitive Impairment Using Multiple Features",2019,"Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018",,, 8614243,"1341","1346",,,"10.1109/ICMLA.2018.00218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062213893&doi=10.1109%2fICMLA.2018.00218&partnerID=40&md5=ec75e63ca12e94c6ed3a860052db445a",Conference Paper,"Final",,Scopus,2-s2.0-85062213893
"Wang, S., Wang, H., Shen, Y., Wang, X.","53872228000;57205353919;25121829200;57205349881;","Automatic Recognition of Mild Cognitive Impairment and Alzheimers Disease Using Ensemble based 3D Densely Connected Convolutional Networks",2019,"Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018",,, 8614108,"517","523",,,"10.1109/ICMLA.2018.00083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062232032&doi=10.1109%2fICMLA.2018.00083&partnerID=40&md5=1ef58ad5ea5c601fd66daef5bf474218",Conference Paper,"Final",,Scopus,2-s2.0-85062232032
"Stamate, D., Alghambdi, W., Ogg, J., Hoile, R., Murtagh, F.","6506516717;57207116308;57207102734;57207102125;7005746699;","A Machine Learning Framework for Predicting Dementia and Mild Cognitive Impairment",2019,"Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018",,, 8614132,"671","678",,,"10.1109/ICMLA.2018.00107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062234612&doi=10.1109%2fICMLA.2018.00107&partnerID=40&md5=4fa545197a0117537061a157ceb67831",Conference Paper,"Final",,Scopus,2-s2.0-85062234612
"Tabarestani, S., Aghili, M., Shojaie, M., Freytes, C., Adjouadi, M.","55655998500;57202929159;55370820500;57207112574;7004124475;","Profile-Specific Regression Model for Progression Prediction of Alzheimer's Disease Using Longitudinal Data",2019,"Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018",,, 8614245,"1353","1357",,,"10.1109/ICMLA.2018.00220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062212869&doi=10.1109%2fICMLA.2018.00220&partnerID=40&md5=13da9f63c8aae439f7aabf454d21a099",Conference Paper,"Final",,Scopus,2-s2.0-85062212869
"Ben Ammar, R., Ben Ayed, Y.","57206725361;55233714600;","Speech Processing for Early Alzheimer Disease Diagnosis: Machine Learning Based Approach",2019,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA","2018-November",, 8612831,"","",,,"10.1109/AICCSA.2018.8612831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061903933&doi=10.1109%2fAICCSA.2018.8612831&partnerID=40&md5=ee722f0fe1c4f0c792ae943f7cff7778",Conference Paper,"Final",,Scopus,2-s2.0-85061903933
[No author name available],[No author id available],"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA",2019,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA","2018-November",,,"","",757,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061898068&partnerID=40&md5=7a2f218214f1fe6b3fa4579111170747",Conference Review,"Final",,Scopus,2-s2.0-85061898068
"Ieracitano, C., Mammone, N., Bramanti, A., Hussain, A., Morabito, F.C.","57192383001;55915193500;23011171400;57201871044;7103166505;","A Convolutional Neural Network approach for classification of dementia stages based on 2D-spectral representation of EEG recordings",2019,"Neurocomputing","323",,,"96","107",,,"10.1016/j.neucom.2018.09.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054609315&doi=10.1016%2fj.neucom.2018.09.071&partnerID=40&md5=c0a8c14b6aee8b75e3cea4c081f63f40",Article,"Final",,Scopus,2-s2.0-85054609315
"Fraser, K.C., Lundholm Fors, K., Kokkinakis, D.","55551099200;57201943504;24331949100;","Multilingual word embeddings for the assessment of narrative speech in mild cognitive impairment",2019,"Computer Speech and Language","53",,,"121","139",,,"10.1016/j.csl.2018.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052906928&doi=10.1016%2fj.csl.2018.07.005&partnerID=40&md5=296ac886e275707c15e5a705d95e796c",Article,"Final",Open Access,Scopus,2-s2.0-85052906928
"Plocharski, M., Østergaard, L.R.","56974440000;8686943500;","Prediction of Alzheimer’s disease in mild cognitive impairment using sulcal morphology and cortical thickness",2019,"IFMBE Proceedings","68","1",,"69","74",,,"10.1007/978-981-10-9035-6_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048262940&doi=10.1007%2f978-981-10-9035-6_13&partnerID=40&md5=a0e5141ed461869ed183b57dfeb7cc76",Conference Paper,"Final",,Scopus,2-s2.0-85048262940
"Gosztolya, G., Vincze, V., Tóth, L., Pákáski, M., Kálmán, J., Hoffmann, I.","6507643621;25121628100;7202858542;6603871359;57204667775;15748365600;","Identifying Mild Cognitive Impairment and mild Alzheimer's disease based on spontaneous speech using ASR and linguistic features",2019,"Computer Speech and Language","53",,,"181","197",,,"10.1016/j.csl.2018.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052907114&doi=10.1016%2fj.csl.2018.07.007&partnerID=40&md5=3ba4765acd84a271e12ca5a46974c555",Article,"Final",,Scopus,2-s2.0-85052907114
"Belacel, N., Cuperlovic-Culf, M.","6602621902;6506406445;","PROAFTN Classifier for Feature Selection with Application to Alzheimer Metabolomics Data Analysis",2019,"International Journal of Pattern Recognition and Artificial Intelligence",,,,"","",,,"10.1142/S0218001419400135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062842570&doi=10.1142%2fS0218001419400135&partnerID=40&md5=77542ff4df8af63553b854aa16577a18",Article,"Article in Press",,Scopus,2-s2.0-85062842570
"Bouts, M.J.R.J., van der Grond, J., Vernooij, M.W., Koini, M., Schouten, T.M., de Vos, F., Feis, R.A., Cremers, L.G.M., Lechner, A., Schmidt, R., de Rooij, M., Niessen, W.J., Ikram, M.A., Rombouts, S.A.R.B.","23984211300;56249280200;57203072469;57073727400;56189919300;54922683000;56951170500;6603661380;7006307619;56393151400;7003552949;57202156803;57189595440;55331667500;","Detection of mild cognitive impairment in a community-dwelling population using quantitative, multiparametric MRI-based classification",2019,"Human Brain Mapping",,,,"","",,,"10.1002/hbm.24554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062329100&doi=10.1002%2fhbm.24554&partnerID=40&md5=27f262b862df5c8591bc07d501882f24",Article,"Article in Press",Open Access,Scopus,2-s2.0-85062329100
"Ju, R., Hu, C., Zhou, P., Li, Q.","57188926046;35179621000;24469381100;7405862484;","Early Diagnosis of Alzheimer's Disease Based on Resting-State Brain Networks and Deep Learning",2019,"IEEE/ACM Transactions on Computational Biology and Bioinformatics","16","1", 8119531,"244","257",,3,"10.1109/TCBB.2017.2776910","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035760174&doi=10.1109%2fTCBB.2017.2776910&partnerID=40&md5=28ded5a41fe5b5be9447b7caa19062e7",Article,"Final",,Scopus,2-s2.0-85035760174
"Mammone, N., De Salvo, S., Bonanno, L., Ieracitano, C., Marino, S., Marra, A., Bramanti, A., Morabito, F.C.","55915193500;54785874200;36678765400;57192383001;55655136500;55335972200;23011171400;7103166505;","Brain Network Analysis of Compressive Sensed High-Density EEG Signals in AD and MCI Subjects",2019,"IEEE Transactions on Industrial Informatics","15","1", 8453835,"527","536",,,"10.1109/TII.2018.2868431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052833241&doi=10.1109%2fTII.2018.2868431&partnerID=40&md5=f709c88996f7c4c3e019bd460235e198",Article,"Final",,Scopus,2-s2.0-85052833241
"Roberts, K., Si, Y., Gandhi, A., Bernstam, E.V.","36551508300;57205398522;57205401111;6602624293;","A framenet for cancer information in clinical narratives: Schema and annotation",2019,"LREC 2018 - 11th International Conference on Language Resources and Evaluation",,,,"272","279",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059889928&partnerID=40&md5=32328f7cf7d69fb0e07a2b861a61b127",Conference Paper,"Final",,Scopus,2-s2.0-85059889928
"Kruthika, K.R., Rajeswari, Maheshappa, H.D.","57195927992;56046377100;6507859568;","Multistage classifier-based approach for Alzheimer's disease prediction and retrieval",2019,"Informatics in Medicine Unlocked","14",,,"34","42",,,"10.1016/j.imu.2018.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062897610&doi=10.1016%2fj.imu.2018.12.003&partnerID=40&md5=56aba278d724005c7c57a9a34360c541",Article,"Final",Open Access,Scopus,2-s2.0-85062897610
"Bruun, M., Frederiksen, K.S., Rhodius-Meester, H.F.M., Baroni, M., Gjerum, L., Koikkalainen, J., Urhemaa, T., Tolonen, A., Gils, M.V., Tong, T., Guerrero, R., Rueckert, D., Dyremose, N., Andersen, B.B., Simonsen, A.H., Lemstra, A., Hallikainen, M., Kurl, S., Herukka, S.-K., Remes, A.M., Waldemar, G., Soininen, H., Mecocci, P., Van Der Flier, W.M., Lötjönen, J., Hasselbalch, S.G.","55976125400;39261216900;37034767600;56704602300;57198431360;6603098087;55368951500;56178352400;6508082245;57206787683;52364015700;7004895812;57206770715;57191431118;55197647700;6603488459;7103237198;13605651400;6508170833;6603846847;7006374342;57192384661;7006313835;57204743974;8324761200;7003306777;","Impact of a clinical decision support tool on dementia diagnostics in memory clinics: The predictnd validation study",2019,"Current Alzheimer Research","16","2",,"91","101",,1,"10.2174/1567205016666190103152425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061191635&doi=10.2174%2f1567205016666190103152425&partnerID=40&md5=3f8068ba84073a0b25a88f0bc392c051",Article,"Final",,Scopus,2-s2.0-85061191635
"Xu, L., Yao, Z., Li, J., Lv, C., Zhang, H., Hu, B.","56479483700;56515919100;55441752700;57204952900;56012965100;56393556600;","Sparse Feature Learning With Label Information for Alzheimer's Disease Classification Based on Magnetic Resonance Imaging",2019,"IEEE Access","7",, 8624387,"26157","26167",,,"10.1109/ACCESS.2019.2894530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063005721&doi=10.1109%2fACCESS.2019.2894530&partnerID=40&md5=07c0acea6e99790fb3c8e05b78d85884",Article,"Final",Open Access,Scopus,2-s2.0-85063005721
"Ahmed, M.R., Zhang, Y., Feng, Z., Lo, B., Inan, O.T., Liao, H.","35177456400;55971560500;7403443516;57206298246;15753969900;7201507586;","Neuroimaging and Machine Learning for Dementia Diagnosis: Recent Advancements and Future Prospects",2019,"IEEE Reviews in Biomedical Engineering","12",, 8572804,"19","33",,,"10.1109/RBME.2018.2886237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058630419&doi=10.1109%2fRBME.2018.2886237&partnerID=40&md5=adc280dc28673fa8348a0530eaa07998",Review,"Final",,Scopus,2-s2.0-85058630419
[No author name available],[No author id available],"International Conference on Cognitive Informatics and Soft Computing, CISC 2017",2019,"Advances in Intelligent Systems and Computing","768",,,"","",805,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052249168&partnerID=40&md5=3f4c87ec663a77a20df311b7b27e1fa6",Conference Review,"Final",,Scopus,2-s2.0-85052249168
[No author name available],[No author id available],"2nd International Conference on Advanced Computing and Intelligent Engineering, ICACIE 2017",2019,"Advances in Intelligent Systems and Computing","713",,,"","",606,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059086084&partnerID=40&md5=e9d39846b954a51c47fe769bb17e0806",Conference Review,"Final",,Scopus,2-s2.0-85059086084
[No author name available],[No author id available],"2nd International Conference on Advanced Computing and Intelligent Engineering, ICACIE 2017",2019,"Advances in Intelligent Systems and Computing","714",,,"","",606,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050390588&partnerID=40&md5=b5f85716fd10bb8d6c6b1a23b97cb498",Conference Review,"Final",,Scopus,2-s2.0-85050390588
"Bhagyashree, S.R., Muralikrishna","57205091276;57205488590;","Investigating the impact of various feature selection techniques on the attributes used in the diagnosis of Alzheimer’s disease",2019,"Lecture Notes in Computational Vision and Biomechanics","30",,,"1815","1823",,,"10.1007/978-3-030-00665-5_166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060200211&doi=10.1007%2f978-3-030-00665-5_166&partnerID=40&md5=88c13420861096da2c643c4d86057bd5",Book Chapter,"Final",,Scopus,2-s2.0-85060200211
