Title,DOI
AV-1451 PET imaging of tau pathology in preclinical Alzheimer disease: Defining a summary measure,10.1016/j.neuroimage.2017.07.050
EliIE: An open-source information extraction system for clinical trial eligibility criteria,10.1093/jamia/ocx019
Comparing clinician descriptions of frailty and geriatric syndromes using electronic health records: A retrospective cohort study,10.1186/s12877-017-0645-7
Resting state fMRI functional connectivity-based classification using a convolutional neural network architecture,10.3389/fninf.2017.00061
Random forest algorithm for the classification of neuroimaging data in Alzheimer's disease: A systematic review,10.3389/fnagi.2017.00329
Multi-modal discriminative dictionary learning for Alzheimer's disease and mild cognitive impairment,10.1016/j.cmpb.2017.07.003
Advancing Alzheimer's research: A review of big data promises,10.1016/j.ijmedinf.2017.07.002
Extraction of dynamic functional connectivity from brain grey matter and white matter for MCI classification,10.1002/hbm.23711
Using redescription mining to relate clinical and biological characteristics of cognitively impaired and Alzheimer’s disease patients,10.1371/journal.pone.0187364
Classifying MCI subtypes in community-dwelling elderly using cross-sectional and longitudinal MRI-based biomarkers,10.3389/fnagi.2017.00309
DisVis 2.0: Decision support for rescue missions using predictive disaster simulations with human-centric models,10.1109/ICCCN.2017.8038474
11 C-PIB PET image analysis for Alzheimer's diagnosis using weighted voting ensembles,10.1109/EMBC.2017.8037712
Combining SPECT and quantitative EEG analysis for the automated differential diagnosis of disorders with amnestic symptoms,10.3389/fnagi.2017.00290
Advanced methods of biomedical signal processing for early detection of alzheimer’s disease,
Distinguishing early and late brain aging from the Alzheimer's disease spectrum: consistent morphological patterns across independent samples,10.1016/j.neuroimage.2017.06.070
Motif discovery in speech: Application to monitoring alzheimer’s disease,10.2174/1567205014666170309121025
A semantic framework for sequential decision making for journal of web engineering,
Artificial grammar learning in vascular and progressive non-fluent aphasias,10.1016/j.neuropsychologia.2017.08.022
Fuzzy set training for sleep apnea classification,10.1109/IFSA-SCIS.2017.8023291
DAVE: Detecting Agitated Vocal Events,10.1109/CHASE.2017.74
Multi-modality disease modeling via collective deep matrix factorization,10.1145/3097983.3098164
Eyetracking metrics in young onset alzheimer's disease: A Window into cognitive visual functions,10.3389/fneur.2017.00377
A nonparametric Bayesian method of translating machine learning scores to probabilities in clinical decision support,10.1186/s12859-017-1736-3
Luandri: A clean lua interface to the indri search engine,10.1145/3077136.3080650
Distinguishing age-related cognitive decline from dementias: A study based on machine learning algorithms,10.1016/j.jocn.2017.03.021
Imaging plus X: Multimodal models of neurodegenerative disease,10.1097/WCO.0000000000000460
Brain-predicted age in Down syndrome is associated with beta amyloid deposition and cognitive decline,10.1016/j.neurobiolaging.2017.04.006
Enhanced data representation by kernel metric learning for dementia diagnosis,10.3389/fnins.2017.00413
Multi-kernel learning with dartel improves combined MRI-PET classification of Alzheimer’s disease in AIBL data: Group and individual analyses,10.3389/fnhum.2017.00380
"Application of Information and Communication Technologies, AICT 2016 - Conference Proceedings",
Predicting progression of mild cognitive impairment to dementia using neuropsychological data: A supervised learning approach using time windows,10.1186/s12911-017-0497-2
Representation learning of drug and disease terms for drug repositioning,10.1109/CYBConf.2017.7985802
A review on neuroimaging-based classification studies and associated feature extraction methods for Alzheimer's disease and its prodromal stages,10.1016/j.neuroimage.2017.03.057
Identification of associations between genotypes and longitudinal phenotypes via temporally-constrained group sparse canonical correlation analysis,10.1093/bioinformatics/btx245
Clinical utility of resting-state functional connectivity magnetic resonance imaging for mood and cognitive disorders,10.1007/s00702-017-1710-2
Informatics support for basic research in biomedicine,10.1093/ilar/ilx004
Feature selective temporal prediction of Alzheimer's disease progression using hippocampus surface morphometry,10.1002/brb3.733
Multi-modal classification of neurodegenerative disease by progressive graph-based transductive learning,10.1016/j.media.2017.05.003
"Cracking the neural code, treating paralysis and the future of bioelectronic medicine",10.1111/joim.12610
Early diagnosis of dementia from clinical data by machine learning techniques,10.3390/app7070651
Diagnosis of Alzheimer's Disease Based on Structural MRI Images Using a Regularized Extreme Learning Machine and PCA Features,10.1155/2017/5485080
Two-step cascaded textual entailment for legal bar exam question answering,10.1145/3086512.3086550
Machine learning for improved diagnosis and prognosis in healthcare,10.1109/AERO.2017.7943950
Machine learning and microsimulation techniques on the prognosis of dementia: A systematic literature review,10.1371/journal.pone.0179804
Reproducible segmentation of white matter hyperintensities using a new statistical definition,10.1007/s10334-016-0599-3
"2017 Systems and Information Engineering Design Symposium, SIEDS 2017",
Automated speech-based screening for Alzheimer's disease in a care service scenario,10.1145/3154862.3154915
Tracking indoor activities of patients with mild cognitive impairment using motion sensors,10.1109/AINA.2017.23
Enriching consumer health vocabulary through mining a social Q&amp;A site: A similarity-based approach,10.1016/j.jbi.2017.03.016
G-FANET: an ambient network formation between ground and flying ad hoc networks,10.1007/s11235-016-0210-2
Selective impairment of hippocampus and posterior hub areas in Alzheimer's disease: An MEG-based multiplex network study,10.1093/brain/awx050
Neuropsychological testing and machine learning distinguish Alzheimer's disease from other causes for cognitive impairment,10.3389/fnagi.2017.00114
"Predicting conversion from MCI to AD using resting-state fMRI, graph theoretical approach and SVM",10.1016/j.jneumeth.2017.03.006
Proceedings of the AINL FRUCT 2016 Conference,
Classification of Alzheimer's disease and prediction of mild cognitive impairment-to-Alzheimer's conversion from structural magnetic resource imaging using feature ranking and a genetic algorithm,10.1016/j.compbiomed.2017.02.011
Relational-Regularized Discriminative Sparse Learning for Alzheimer's Disease Diagnosis,10.1109/TCYB.2016.2644718
Deep ensemble learning of sparse regression models for brain disease diagnosis,10.1016/j.media.2017.01.008
Recent publications from the Alzheimer's Disease Neuroimaging Initiative: Reviewing progress toward improved AD clinical trials,10.1016/j.jalz.2016.11.007
Diagnosis of autism through EEG processed by advanced computational algorithms: A pilot study,10.1016/j.cmpb.2017.02.002
Classification of Alzheimer's disease and mild cognitive impairment: Machine learning applied to rs-fMRI brain graphs,10.1109/ICBME.2016.7890925
Classification of patients with MCI and AD from healthy controls using directed graph measures of resting-state fMRI,10.1016/j.bbr.2016.06.043
"2016 23rd Iranian Conference on Biomedical Engineering and 2016 1st International Iranian Conference on Biomedical Engineering, ICBME 2016",
Discriminating cognitive status in Parkinson's disease through functional connectomics and machine learning,10.1038/srep45347
"2016 IEEE International Conference on Advances in Computer Applications, ICACA 2016",
Mining outcome-relevant brain imaging genetic associations via three-way sparse canonical correlation analysis in Alzheimer's disease,10.1038/srep44272
Artificial intelligence in clinical medicine and dentistry [Veštačka inteligencija u kliničkoj medicini i stomatologiji],10.2298/VSP150708181M
Prediction and classification of Alzheimer disease based on quantification of MRI deformation,10.1371/journal.pone.0173372
Determinants of theory of mind performance in Alzheimer's disease: A data-mining study,10.1016/j.cortex.2016.11.014
Multi-modal classification of Alzheimer's disease using nonlinear graph fusion,10.1016/j.patcog.2016.10.009
Spatial and dynamical handwriting analysis in mild cognitive impairment,10.1016/j.compbiomed.2017.01.004
"Heterogeneity of neuroanatomical patterns in prodromal Alzheimer’s disease: links to cognition, progression and biomarkers",10.1093/brain/aww319
Machine learning on high dimensional shape data from subcortical brain surfaces: A comparison of feature selection and classification methods,10.1016/j.patcog.2016.09.034
Using deep learning to investigate the neuroimaging correlates of psychiatric and neurological disorders: Methods and applications,10.1016/j.neubiorev.2017.01.002
Ensemble classification of Alzheimer's disease and mild cognitive impairment based on complex graph measures from diffusion tensor images,10.3389/fnins.2017.00056
DTI measurements for Alzheimer's classification,10.1088/1361-6560/aa5dbe
Iterative Focused Screening with Biological Fingerprints Identifies Selective Asc-1 Inhibitors Distinct from Traditional High Throughput Screening,10.1021/acschembio.6b00913
Association of blood lipids with Alzheimer's disease: A comprehensive lipidomics analysis,10.1016/j.jalz.2016.08.003
"Optimizing neuropsychological assessments for cognitive, behavioral, and functional impairment classification: A machine learning study",10.1155/2017/1850909
Website Classification Using Latent Dirichlet Allocation and Its Application for Internet Advertising,10.1109/ICDMW.2016.0083
Randomized Deep Learning Methods for Clinical Trial Enrichment and Design in Alzheimer's Disease,10.1016/B978-0-12-810408-8.00020-1
Quantitative EEG (QEEG) measures differentiate Parkinson's disease (PD) patients from healthy controls (HC),10.3389/fnagi.2017.00003
